1	2013-09-30	link_click	113	0
1	2013-09-29	link_click	31	0
1	2013-09-28	link_click	9	0
1	2013-09-27	link_click	190	0
1	2013-09-26	link_click	50	0
1	2013-09-25	link_click	115	0
1	2013-09-24	link_click	90	0
1	2013-09-23	link_click	19	0
1	2013-09-22	link_click	69	0
1	2013-09-21	link_click	47	0
1	2013-09-20	link_click	189	0
1	2013-09-19	link_click	12	0
1	2013-09-18	link_click	114	0
1	2013-09-17	link_click	20	0
1	2013-09-16	link_click	143	0
1	2013-09-15	link_click	76	0
2	2013-09-30	page_like	44	0
2	2013-09-30	video_view	65	0
2	2013-09-29	page_like	52	0
2	2013-09-29	video_view	136	0
2	2013-09-28	page_like	30	0
2	2013-09-28	video_view	77	0
2	2013-09-27	page_like	58	0
2	2013-09-27	video_view	46	0
2	2013-09-26	page_like	63	0
2	2013-09-26	video_view	100	0
2	2013-09-25	page_like	79	0
2	2013-09-25	video_view	67	0
2	2013-09-24	page_like	35	0
2	2013-09-24	video_view	54	0
2	2013-09-23	page_like	5	0
2	2013-09-23	video_view	3	0
2	2013-09-22	page_like	29	0
2	2013-09-22	video_view	26	0
2	2013-09-21	page_like	12	0
2	2013-09-21	video_view	12	0
2	2013-09-20	page_like	128	0
2	2013-09-20	video_view	192	0
2	2013-09-19	page_like	58	0
2	2013-09-19	video_view	100	0
2	2013-09-18	page_like	17	0
2	2013-09-18	video_view	16	0
2	2013-09-17	page_like	8	0
2	2013-09-17	video_view	8	0
2	2013-09-16	page_like	145	0
2	2013-09-16	video_view	186	0
2	2013-09-15	page_like	37	0
2	2013-09-15	video_view	37	0
2	2013-09-14	page_like	31	0
2	2013-09-14	video_view	33	0
2	2013-09-13	page_like	79	0
2	2013-09-13	video_view	79	0
2	2013-09-12	page_like	23	0
2	2013-09-12	video_view	13	0
2	2013-09-11	page_like	36	0
2	2013-09-11	video_view	54	0
2	2013-09-10	page_like	27	0
2	2013-09-10	video_view	16	0
2	2013-09-09	page_like	18	0
2	2013-09-09	video_view	44	0
2	2013-09-08	page_like	19	0
2	2013-09-08	video_view	10	0
2	2013-09-07	page_like	20	0
2	2013-09-07	video_view	36	0
2	2013-09-06	page_like	13	0
2	2013-09-06	video_view	17	0
2	2013-09-05	page_like	232	0
2	2013-09-05	video_view	83	0
2	2013-09-04	page_like	44	0
2	2013-09-04	video_view	36	0
2	2013-09-03	page_like	34	0
2	2013-09-03	video_view	21	0
2	2013-09-02	page_like	22	0
2	2013-09-02	video_view	48	0
2	2013-09-01	page_like	1	0
2	2013-09-01	video_view	3	0
2	2013-08-31	page_like	17	0
2	2013-08-31	video_view	16	0
2	2013-08-30	page_like	166	0
2	2013-08-30	video_view	138	0
2	2013-08-29	page_like	188	0
2	2013-08-29	video_view	156	0
2	2013-08-28	page_like	179	0
2	2013-08-28	video_view	143	0
3	2013-09-30	offsite_conversion	41	156
3	2013-09-30	link_click	41	0
3	2013-09-30	offer_claim	29	0
3	2013-09-29	offsite_conversion	4	453
3	2013-09-29	link_click	2	0
3	2013-09-29	offer_claim	3	0
3	2013-09-28	offsite_conversion	42	322
3	2013-09-28	link_click	70	0
3	2013-09-28	offer_claim	33	0
3	2013-09-27	offsite_conversion	148	148
3	2013-09-27	link_click	114	0
3	2013-09-27	offer_claim	57	0
3	2013-09-26	offsite_conversion	67	405
3	2013-09-26	link_click	37	0
3	2013-09-26	offer_claim	82	0
3	2013-09-25	offsite_conversion	6	261
3	2013-09-25	link_click	6	0
3	2013-09-25	offer_claim	14	0
3	2013-09-24	offsite_conversion	20	171
3	2013-09-24	link_click	20	0
3	2013-09-24	offer_claim	32	0
3	2013-09-23	offsite_conversion	82	462
3	2013-09-23	link_click	52	0
3	2013-09-23	offer_claim	67	0
3	2013-09-22	offsite_conversion	50	227
3	2013-09-22	link_click	29	0
3	2013-09-22	offer_claim	21	0
3	2013-09-21	offsite_conversion	16	295
3	2013-09-21	link_click	16	0
3	2013-09-21	offer_claim	21	0
3	2013-09-20	offsite_conversion	12	333
3	2013-09-20	link_click	13	0
3	2013-09-20	offer_claim	16	0
3	2013-09-19	offsite_conversion	315	42
3	2013-09-19	link_click	147	0
3	2013-09-19	offer_claim	210	0
3	2013-09-18	offsite_conversion	100	170
3	2013-09-18	link_click	129	0
3	2013-09-18	offer_claim	200	0
3	2013-09-17	offsite_conversion	61	427
3	2013-09-17	link_click	134	0
3	2013-09-17	offer_claim	110	0
3	2013-09-16	offsite_conversion	93	161
3	2013-09-16	link_click	65	0
3	2013-09-16	offer_claim	47	0
3	2013-09-15	offsite_conversion	304	330
3	2013-09-15	link_click	142	0
3	2013-09-15	offer_claim	284	0
3	2013-09-14	offsite_conversion	115	14
3	2013-09-14	link_click	86	0
3	2013-09-14	offer_claim	134	0
3	2013-09-13	offsite_conversion	42	206
3	2013-09-13	link_click	77	0
3	2013-09-13	offer_claim	42	0
3	2013-09-12	offsite_conversion	20	26
3	2013-09-12	link_click	13	0
3	2013-09-12	offer_claim	12	0
3	2013-09-11	offsite_conversion	44	215
3	2013-09-11	link_click	27	0
3	2013-09-11	offer_claim	38	0
3	2013-09-10	offsite_conversion	8	376
3	2013-09-10	link_click	7	0
3	2013-09-10	offer_claim	6	0
4	2013-09-30	link_click	110	0
4	2013-09-29	link_click	30	0
4	2013-09-28	link_click	39	0
4	2013-09-27	link_click	59	0
4	2013-09-26	link_click	31	0
4	2013-09-25	link_click	108	0
4	2013-09-24	link_click	164	0
4	2013-09-23	link_click	16	0
4	2013-09-22	link_click	5	0
4	2013-09-21	link_click	99	0
4	2013-09-20	link_click	12	0
4	2013-09-19	link_click	25	0
4	2013-09-18	link_click	193	0
4	2013-09-17	link_click	89	0
4	2013-09-16	link_click	181	0
4	2013-09-15	link_click	26	0
4	2013-09-14	link_click	80	0
4	2013-09-13	link_click	9	0
4	2013-09-12	link_click	1	0
4	2013-09-11	link_click	6	0
4	2013-09-10	link_click	4	0
4	2013-09-09	link_click	65	0
4	2013-09-08	link_click	139	0
4	2013-09-07	link_click	5	0
4	2013-09-06	link_click	9	0
4	2013-09-05	link_click	45	0
4	2013-09-04	link_click	7	0
4	2013-09-03	link_click	74	0
4	2013-09-02	link_click	23	0
4	2013-09-01	link_click	81	0
4	2013-08-31	link_click	9	0
4	2013-08-30	link_click	16	0
4	2013-08-29	link_click	4	0
4	2013-08-28	link_click	19	0
4	2013-08-27	link_click	43	0
4	2013-08-26	link_click	271	0
4	2013-08-25	link_click	176	0
4	2013-08-24	link_click	71	0
4	2013-08-23	link_click	3	0
4	2013-08-22	link_click	104	0
4	2013-08-21	link_click	104	0
4	2013-08-20	link_click	221	0
4	2013-08-19	link_click	73	0
4	2013-08-18	link_click	37	0
4	2013-08-17	link_click	6	0
4	2013-08-16	link_click	85	0
4	2013-08-15	link_click	51	0
4	2013-08-14	link_click	22	0
4	2013-08-13	link_click	57	0
4	2013-08-12	link_click	21	0
4	2013-08-11	link_click	40	0
4	2013-08-10	link_click	54	0
4	2013-08-09	link_click	160	0
4	2013-08-08	link_click	119	0
4	2013-08-07	link_click	246	0
4	2013-08-06	link_click	81	0
4	2013-08-05	link_click	16	0
4	2013-08-04	link_click	14	0
4	2013-08-03	link_click	10	0
4	2013-08-02	link_click	20	0
4	2013-08-01	link_click	70	0
4	2013-07-31	link_click	87	0
4	2013-07-30	link_click	16	0
4	2013-07-29	link_click	117	0
4	2013-07-28	link_click	42	0
4	2013-07-27	link_click	10	0
4	2013-07-26	link_click	12	0
4	2013-07-25	link_click	38	0
4	2013-07-24	link_click	69	0
4	2013-07-23	link_click	59	0
4	2013-07-22	link_click	41	0
4	2013-07-21	link_click	72	0
4	2013-07-20	link_click	52	0
4	2013-07-19	link_click	172	0
4	2013-07-18	link_click	17	0
4	2013-07-17	link_click	46	0
5	2013-09-30	link_click	4	0
5	2013-09-30	video_view	4	0
5	2013-09-30	page_like	3	0
5	2013-09-29	link_click	154	0
5	2013-09-29	video_view	123	0
5	2013-09-29	page_like	93	0
5	2013-09-28	link_click	58	0
5	2013-09-28	video_view	173	0
5	2013-09-28	page_like	104	0
5	2013-09-27	link_click	126	0
5	2013-09-27	video_view	140	0
5	2013-09-27	page_like	84	0
5	2013-09-26	link_click	49	0
5	2013-09-26	video_view	25	0
5	2013-09-26	page_like	41	0
5	2013-09-25	link_click	33	0
5	2013-09-25	video_view	39	0
5	2013-09-25	page_like	39	0
5	2013-09-24	link_click	15	0
5	2013-09-24	video_view	9	0
5	2013-09-24	page_like	6	0
5	2013-09-23	link_click	28	0
5	2013-09-23	video_view	28	0
5	2013-09-23	page_like	34	0
5	2013-09-22	link_click	18	0
5	2013-09-22	video_view	21	0
5	2013-09-22	page_like	11	0
5	2013-09-21	link_click	65	0
5	2013-09-21	video_view	83	0
5	2013-09-21	page_like	102	0
5	2013-09-20	link_click	238	0
5	2013-09-20	video_view	187	0
5	2013-09-20	page_like	187	0
5	2013-09-19	link_click	68	0
5	2013-09-19	video_view	113	0
5	2013-09-19	page_like	102	0
5	2013-09-18	link_click	88	0
5	2013-09-18	video_view	44	0
5	2013-09-18	page_like	44	0
5	2013-09-17	link_click	19	0
5	2013-09-17	video_view	10	0
5	2013-09-17	page_like	15	0
5	2013-09-16	link_click	7	0
5	2013-09-16	video_view	4	0
5	2013-09-16	page_like	10	0
5	2013-09-15	link_click	36	0
5	2013-09-15	video_view	28	0
5	2013-09-15	page_like	20	0
5	2013-09-14	link_click	43	0
5	2013-09-14	video_view	39	0
5	2013-09-14	page_like	43	0
5	2013-09-13	link_click	234	0
5	2013-09-13	video_view	198	0
5	2013-09-13	page_like	180	0
5	2013-09-12	link_click	1	0
5	2013-09-12	video_view	1	0
5	2013-09-12	page_like	1	0
5	2013-09-11	link_click	31	0
5	2013-09-11	video_view	34	0
5	2013-09-11	page_like	40	0
5	2013-09-10	link_click	36	0
5	2013-09-10	video_view	66	0
5	2013-09-10	page_like	36	0
5	2013-09-09	link_click	10	0
5	2013-09-09	video_view	13	0
5	2013-09-09	page_like	18	0
5	2013-09-08	link_click	65	0
5	2013-09-08	video_view	76	0
5	2013-09-08	page_like	76	0
5	2013-09-07	link_click	39	0
5	2013-09-07	video_view	62	0
5	2013-09-07	page_like	39	0
5	2013-09-06	link_click	18	0
5	2013-09-06	video_view	7	0
5	2013-09-06	page_like	20	0
5	2013-09-05	link_click	28	0
5	2013-09-05	video_view	57	0
5	2013-09-05	page_like	28	0
5	2013-09-04	link_click	42	0
5	2013-09-04	video_view	27	0
5	2013-09-04	page_like	42	0
5	2013-09-03	link_click	10	0
5	2013-09-03	video_view	13	0
5	2013-09-03	page_like	15	0
5	2013-09-02	link_click	65	0
5	2013-09-02	video_view	33	0
5	2013-09-02	page_like	39	0
5	2013-09-01	link_click	26	0
5	2013-09-01	video_view	78	0
5	2013-09-01	page_like	67	0
5	2013-08-31	link_click	108	0
5	2013-08-31	video_view	120	0
5	2013-08-31	page_like	132	0
5	2013-08-30	link_click	77	0
5	2013-08-30	video_view	62	0
5	2013-08-30	page_like	93	0
5	2013-08-29	link_click	13	0
5	2013-08-29	video_view	30	0
5	2013-08-29	page_like	32	0
5	2013-08-28	link_click	13	0
5	2013-08-28	video_view	32	0
5	2013-08-28	page_like	40	0
5	2013-08-27	link_click	36	0
5	2013-08-27	video_view	26	0
5	2013-08-27	page_like	15	0
5	2013-08-26	link_click	95	0
5	2013-08-26	video_view	95	0
5	2013-08-26	page_like	44	0
5	2013-08-25	link_click	29	0
5	2013-08-25	video_view	27	0
5	2013-08-25	page_like	14	0
5	2013-08-24	link_click	83	0
5	2013-08-24	video_view	156	0
5	2013-08-24	page_like	135	0
5	2013-08-23	link_click	21	0
5	2013-08-23	video_view	35	0
5	2013-08-23	page_like	38	0
5	2013-08-22	link_click	15	0
5	2013-08-22	video_view	24	0
5	2013-08-22	page_like	24	0
5	2013-08-21	link_click	17	0
5	2013-08-21	video_view	17	0
5	2013-08-21	page_like	41	0
5	2013-08-20	link_click	10	0
5	2013-08-20	video_view	13	0
5	2013-08-20	page_like	21	0
5	2013-08-19	link_click	22	0
5	2013-08-19	video_view	56	0
5	2013-08-19	page_like	30	0
5	2013-08-18	link_click	103	0
5	2013-08-18	video_view	66	0
5	2013-08-18	page_like	59	0
5	2013-08-17	link_click	59	0
5	2013-08-17	video_view	77	0
5	2013-08-17	page_like	71	0
5	2013-08-16	link_click	3	0
5	2013-08-16	video_view	2	0
5	2013-08-16	page_like	3	0
5	2013-08-15	link_click	83	0
5	2013-08-15	video_view	68	0
5	2013-08-15	page_like	83	0
5	2013-08-14	link_click	36	0
5	2013-08-14	video_view	43	0
5	2013-08-14	page_like	23	0
5	2013-08-13	link_click	216	0
5	2013-08-13	video_view	166	0
5	2013-08-13	page_like	232	0
5	2013-08-12	link_click	13	0
5	2013-08-12	video_view	20	0
5	2013-08-12	page_like	13	0
5	2013-08-11	link_click	139	0
5	2013-08-11	video_view	96	0
5	2013-08-11	page_like	107	0
5	2013-08-10	link_click	34	0
5	2013-08-10	video_view	62	0
5	2013-08-10	page_like	34	0
5	2013-08-09	link_click	273	0
5	2013-08-09	video_view	200	0
5	2013-08-09	page_like	200	0
5	2013-08-08	link_click	37	0
5	2013-08-08	video_view	22	0
5	2013-08-08	page_like	40	0
5	2013-08-07	link_click	86	0
5	2013-08-07	video_view	58	0
5	2013-08-07	page_like	35	0
5	2013-08-06	link_click	9	0
5	2013-08-06	video_view	6	0
5	2013-08-06	page_like	5	0
5	2013-08-05	link_click	291	0
5	2013-08-05	video_view	134	0
5	2013-08-05	page_like	335	0
5	2013-08-04	link_click	16	0
